WKT,osm_id,name,access,addr.city,addr.city.en,addr.city.simc,addr.country,addr.floor,addr.housename,addr.housenumber,addr.postcode,addr.street,addr.suburb,air_conditioning,amenity,atm,barrier,board_type,brand,brand.wikidata,brand.wikipedia,cash_in,check_date,check_date.diet.gluten_free,check_date.opening_hours,covered,currency.PLN,diet.gluten_free,door,email,entrance,fee,fee.conditional,information,internet_access,level,material,name.be,name.en,name.ja,name.pl,name.ru,network,opening_hours,operator,operator.wikidata,organic,parking,payment.blik,payment.cash,payment.contactless,payment.credit_cards,payment.debit_cards,payment.diners_club,payment.maestro,payment.mastercard,payment.sodexo,payment.v_pay,payment.visa,payment.visa_debit,payment.visa_electron,pets_allowed,phone,ref,roof.levels,shop,source,source.addr,source.note,start_date,stroller,toilets.wheelchair,tourism,website,wheelchair,wheelchair.description,wikipedia,nazwa_dzie,supermarket
"POINT (20.9372782 52.2354058)","1291371813",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wola,Biedronka
"POINT (20.9375824 52.2354471)","1291371841",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wola,Biedronka
"POINT (20.9376304 52.2354536)","1291371850",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wola,Biedronka
"POINT (20.9876509 52.2335231)","2262718672",Biedronka,,Warszawa,,,,,,"61",00-855,Grzybowska,,,,,,,Biedronka,Q857182,pl:Biedronka (sieć handlowa),,2024-11-29,,,,,,,bok@biedronka.eu,,,,,,,,,,,,Бедронка,,"Mo-Sa 06:00-23:30; Su 06:00-23:30 ""tylko niedziele handlowe""",Jeronimo Martins Polska S.A.,,,,,,,,,,,,,,,,,,,,,supermarket,,,,,,,,"https://www.biedronka.pl/pl/shop,id,76",yes,,,Wola,Biedronka
"POINT (20.9485994 52.2454887)","2280581836",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wola,Biedronka
"POINT (20.9484886 52.2454835)","2280581837",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wola,Biedronka
"POINT (20.9486147 52.245367)","2280581844",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wola,Biedronka
"POINT (20.9479774 52.2453379)","2280581850",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wola,Biedronka
"POINT (20.9479633 52.2454583)","2280581861",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wola,Biedronka
"POINT (20.9892654 52.2407098)","2500353551",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wola,Biedronka
"POINT (20.9950724 52.2358716)","2548265062",Biedronka,,,,,,,,"32",00-863,Grzybowska,,,,,,,Biedronka,Q857182,pl:Biedronka (sieć handlowa),,2025-09-30,,,,,,,bok@biedronka.eu,,,,,,,,,,,,Бедронка,,"Mo-Sa 06:00-23:30; Su 08:00-23:00 ""tylko niedziele handlowe""",Jeronimo Martins Polska S.A.,,,,,,,,,,,,,,,,,,,,,supermarket,,,,,,,,"https://www.biedronka.pl/pl/shop,id,2841",yes,,,Wola,Biedronka
"POINT (20.9939725 52.2305134)","3218845255",Biedronka,,,,,,,,,,,,,,,,,Biedronka,Q857182,pl:Biedronka (sieć handlowa),,2024-07-17,,,,,,,bok@biedronka.eu,,,,,,,,,,,,Бедронка,,Mo-Sa 06:00-23:00,Jeronimo Martins Polska S.A.,,,,,,,,,,,,,,,,,,,,,supermarket,,,,,,,,"https://www.biedronka.pl/pl/shop,id,2412",yes,,,Wola,Biedronka
"POINT (20.9480556 52.2454631)","3330554842",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wola,Biedronka
"POINT (20.9481296 52.2453435)","3371398734",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wola,Biedronka
"POINT (20.948512 52.2453628)","3371398735",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wola,Biedronka
"POINT (20.9479754 52.2453549)","3400370061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wola,Biedronka
"POINT (20.9486075 52.2454249)","3400370071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wola,Biedronka
"POINT (20.9484215 52.2454803)","3400370079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wola,Biedronka
"POINT (20.9665057 52.2445654)","3526732166",Biedronka,,,,,,,,,,,,,,,,,Biedronka,Q857182,pl:Biedronka (sieć handlowa),,2022-07-23,,,,,,,bok@biedronka.eu,,,,,,,,,,,,Бедронка,,"Mo-Sa 07:00-21:00; Su 09:00-20:00",Jeronimo Martins Polska S.A.,,,,,,,,,,,,,,,,,,,,,supermarket,,,,,,,,"https://www.biedronka.pl/pl/shop,id,2672",yes,,,Wola,Biedronka
"POINT (20.9819591 52.2374061)","3561370585",Biedronka,,Warszawa,,,,,Centrum Biznesowe Ogrodowa 58,"58",,Ogrodowa,,,,,,,Biedronka,Q857182,pl:Biedronka (sieć handlowa),,2024-12-25,,,,,,,bok@biedronka.eu,,,,,,,,,,,,Бедронка,,"Mo-Sa 06:00-22:30; Su 06:00-22:30 ""tylko niedziele handlowe""",Jeronimo Martins Polska S.A.,,,,,,,,,,,,,,,,,,,,,supermarket,,,,,,,,https://www.biedronka.pl,yes,,,Wola,Biedronka
"POINT (20.9754098 52.2375305)","4963137263",Biedronka,,,,,,,,"15",,Leszno,,,,,,,Biedronka,Q857182,pl:Biedronka (sieć handlowa),,2024-12-25,,,,,,,bok@biedronka.eu,,,,,,,,,,,,Бедронка,,"Mo-Sa 06:00-22:00; Su 06:00-22:00 ""tylko niedziele handlowe""",Jeronimo Martins Polska S.A.,,,,,,,,,,,,,,,,,,,,,supermarket,,,,,,,,"https://www.biedronka.pl/pl/shop,id,2811",yes,,,Wola,Biedronka
"POINT (20.94881 52.2262692)","5734039560",Biedronka,,Warszawa,,,,,,"12",01-248,Jana Kazimierza,,,,,,,Biedronka,Q857182,pl:Biedronka (sieć handlowa),,2024-10-20,,,,,,,,,,,,,"0",,,,,,Бедронка,,Mo-Su 06:00-23:30,,,,,,,,,,,,,,,,,,,,,,supermarket,,,,,,,,"https://www.biedronka.pl/pl/shop,id,3093,title,jana-kazimierza-12-warszawa",,,,Wola,Biedronka
"POINT (20.9590226 52.236707)","7211522677",Biedronka,,Warszawa,,,,,,"11",01-142,Sokołowska,,,,yes,,,Biedronka,Q857182,pl:Biedronka (sieć handlowa),,2022-08-01,,,,,,,,,,,,,,,,,,,,,"Mo-Sa 07:00-22:00; Su 08:00-21:00",,,,,,,,,,,,,,,,,,,,,,supermarket,,,,,,,,"https://www.biedronka.pl/pl/shop,id,2844",,,,Wola,Biedronka
"POINT (20.9847163 52.2283792)","7819785204",Biedronka,,Warszawa,,,,,,2C,00-843,Rondo Ignacego Daszyńskiego,,,,,,,Biedronka,Q857182,pl:Biedronka (sieć handlowa),,2025-07-01,,,,,,,,,,,,,"-1",,,,,,,,"Mo-Sa 06:00-23:30; Su 06:00-22:00 ""tylko niedziele handlowe""",,,,,,,,,,,,,,,,,,,,"11",,supermarket,,,,,,,,,yes,,,Wola,Biedronka
"POINT (20.9946633 52.2380424)","8422188661",Biedronka,,,,,,,,"2",,Krochmalna,,,,,,,Biedronka,Q857182,pl:Biedronka (sieć handlowa),,2025-09-27,,,,,,,,,,,,,,,,,,,,,"Mo-Sa 06:00-23:00; Su 06:00-23:00 ""tylko niedziele handlowe""",,,,,,,,,,,,,,,,,,,,,,supermarket,,,,,,,,"https://www.biedronka.pl/pl/shop,id,2592",yes,,,Wola,Biedronka
"POINT (20.956457 52.2250625)","8477005640",Biedronka,,,,,,,,,,,,,,,,,Biedronka,Q857182,,,2022-12-23,,,,,,,,,,,,,,,,,ビェドロンカ,,,,Mo-Sa 06:00-23:00,,,,,,,,,,,,,,,,,,,,,,supermarket,,,,,,,,"https://www.biedronka.pl/pl/shop,id,7091",,,,Wola,Biedronka
"POINT (20.9375596 52.2356447)","9137613741",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wola,Biedronka
"POINT (20.9374998 52.2354358)","9137613742",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wola,Biedronka
"POINT (20.9371799 52.2355802)","9137613743",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wola,Biedronka
"POINT (20.9375 52.2356367)","9137613744",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wola,Biedronka
"POINT (20.9372066 52.2355972)","9137613745",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wola,Biedronka
"POINT (20.9372102 52.2355979)","9137613750",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wola,Biedronka
"POINT (20.9371863 52.2355655)","9137613753",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wola,Biedronka
"POINT (20.9372165 52.2355704)","9137613757",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wola,Biedronka
"POINT (20.9373455 52.2356159)","9137613761",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wola,Biedronka
"POINT (20.9372113 52.2355847)","9137613762",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wola,Biedronka
"POINT (20.9558601 52.2217122)","9861955866",Biedronka,,Warszawa,,,,,,"5",01-237,Stańczyka,,,,,,,Biedronka,Q857182,,,,,,,,,,,,,,,,,,,,ビェドロンカ,,,,Mo-Sa 06:00-23:30,,,,,,,,,,,,,,,,,,,,,,supermarket,,,,,,,,"https://www.biedronka.pl/pl/shop,id,3643",,,,Wola,Biedronka
"POINT (20.9828687 52.2506713)","11230942670",Biedronka,,,,,,,,,,,,,,,,,Biedronka,Q857182,,,,,,,,,,,,,,,,,,,,,,,,Mo-Sa 06:00-23:30,,,,,,,,,,,,,,,,,,,,,,supermarket,,,,,,,,"https://www.biedronka.pl/pl/shop,id,3515",,,,Wola,Biedronka
"POINT (20.9890754 52.2408594)","13237646073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wola,Biedronka
"POINT (20.9891707 52.240891)","13237646074",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wola,Biedronka
"POINT (20.9891834 52.2408761)","13237646075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wola,Biedronka
"POINT (20.9890884 52.2408447)","13237646076",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wola,Biedronka
"POINT (21.0635438 52.1749977)","1838697128",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wilanów,Biedronka
"POINT (21.0641033 52.1748743)","1838697149",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wilanów,Biedronka
"POINT (21.0637884 52.1747665)","1838697151",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wilanów,Biedronka
"POINT (21.0638548 52.1751216)","1838697157",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wilanów,Biedronka
"POINT (21.0725687 52.1567202)","2624013602",Biedronka,,Warszawa,,,,,,"2",02-972,Sejmu Czteroletniego,,,,,,,Biedronka,Q857182,pl:Biedronka (sieć handlowa),,2025-08-31,,,,,,,bok@biedronka.eu,,,,,,,,,,,,Бедронка,,"Mo-Sa 06:00-22:00; Su 06:00-22:00 ""tylko niedziele handlowe""",Jeronimo Martins Polska S.A.,,,,yes,yes,yes,,,yes,yes,yes,yes,yes,yes,yes,yes,,+48 22 205 33 00,,,supermarket,,,,,,,,"https://www.biedronka.pl/pl/shop,id,1171",yes,,,Wilanów,Biedronka
"POINT (21.0679763 52.1644773)","4275214111",Biedronka,,,,,,,,,,,,,,,,,Biedronka,Q857182,pl:Biedronka (sieć handlowa),,,,,,,,,bok@biedronka.eu,,,,,,,,,,,,Бедронка,,"Mo-Sa 07:00-22:00; Su 08:00-21:00",Jeronimo Martins Polska S.A.,,,,yes,yes,yes,,,yes,yes,yes,yes,yes,yes,yes,yes,,+48 22 205 33 00,,,supermarket,,,,,,,,"https://www.biedronka.pl/pl/shop,id,2773",,,,Wilanów,Biedronka
"POINT (21.1093687 52.1659665)","4883342154",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wilanów,Biedronka
"POINT (21.1091367 52.166391)","4883342160",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wilanów,Biedronka
"POINT (21.1091256 52.1664113)","4883342949",,delivery,,,,,,,,,,,,,,,,,,,,,,,,,,,,service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wilanów,Biedronka
"POINT (21.1093102 52.165945)","4883342959",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wilanów,Biedronka
"POINT (21.1091818 52.1659186)","4883342974",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wilanów,Biedronka
"POINT (21.108963 52.1658736)","4883342975",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wilanów,Biedronka
"POINT (21.1093734 52.165958)","4883342976",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wilanów,Biedronka
"POINT (21.1091169 52.1664271)","4883342977",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wilanów,Biedronka
"POINT (21.1087066 52.1663427)","4883342978",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wilanów,Biedronka
"POINT (21.0968362 52.1245197)","5052979061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wilanów,Biedronka
"POINT (21.0969262 52.1242982)","5052979062",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wilanów,Biedronka
"POINT (21.0975682 52.1245346)","5052979063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wilanów,Biedronka
"POINT (21.097531 52.1246262)","5052979064",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wilanów,Biedronka
"POINT (21.0970175 52.1243122)","5440349319",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wilanów,Biedronka
"POINT (21.0974823 52.1245214)","5440351428",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wilanów,Biedronka
"POINT (21.0975351 52.1243915)","5440351429",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wilanów,Biedronka
"POINT (21.0748148 52.1672016)","6215795485",Biedronka,,,,,,,,,02-972,,,,,,,,Biedronka,Q857182,pl:Biedronka (sieć handlowa),,,,,,,,,bok@biedronka.eu,,,,,,,,,,,,Бедронка,,Mo-Su 07:00-23:00,,,,,,,,,,,,,,,,,,,,"3122",,supermarket,,,,,,,,"https://www.biedronka.pl/pl/shop,id,3122",,,,Wilanów,Biedronka
"POINT (21.0916682 52.146892)","6514995333",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wilanów,Biedronka
"POINT (21.0920776 52.1470089)","6514995334",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wilanów,Biedronka
"POINT (21.0918845 52.1472635)","6514995335",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wilanów,Biedronka
"POINT (21.0918341 52.1472492)","6514995336",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wilanów,Biedronka
"POINT (21.0917428 52.1473695)","6514995337",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wilanów,Biedronka
"POINT (21.0914583 52.1472883)","6514995338",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wilanów,Biedronka
"POINT (21.0916254 52.1470679)","6514995339",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wilanów,Biedronka
"POINT (21.0915509 52.1470466)","6514995340",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wilanów,Biedronka
"POINT (21.0975316 52.124529)","10762210744",,,,,,,,,,,,,,loading_dock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wilanów,Biedronka
"POINT (21.0637596 52.1747937)","12039418541",Jan III Sobieski,,,,,,,,,,,,,,,,history,,,,,,,,,,,,,,,,board,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,information,,,,,Wilanów,Biedronka
"POINT (21.0637148 52.1750661)","12484873717",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wilanów,Biedronka
"POINT (21.0637059 52.1750745)","12484873718",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wilanów,Biedronka
"POINT (21.0637631 52.1750973)","12484873719",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wilanów,Biedronka
"POINT (21.0637724 52.1750886)","12484873720",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wilanów,Biedronka
"POINT (21.0638415 52.1751162)","12484873721",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wilanów,Biedronka
"POINT (21.0638466 52.1751183)","12484873722",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wilanów,Biedronka
"POINT (21.0640992 52.1748906)","12484873723",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wilanów,Biedronka
"POINT (21.06409 52.1748869)","12484873724",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wilanów,Biedronka
"POINT (21.0640858 52.1748672)","12484873725",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wilanów,Biedronka
"POINT (21.0640736 52.1748788)","12484873726",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wilanów,Biedronka
"POINT (21.0638717 52.1747981)","12484873727",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wilanów,Biedronka
"POINT (21.0638917 52.1747792)","12484873728",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wilanów,Biedronka
"POINT (21.0638467 52.1747611)","12484873729",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wilanów,Biedronka
"POINT (21.0638254 52.1747813)","12484873730",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wilanów,Biedronka
"POINT (21.2234281 52.2190082)","3813649955",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wesoła,Biedronka
"POINT (21.2234168 52.2187849)","3813649956",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wesoła,Biedronka
"POINT (21.2241069 52.2187717)","3813650257",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wesoła,Biedronka
"POINT (21.1974648 52.2476476)","4376669824",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wesoła,Biedronka
"POINT (21.197096 52.2475918)","4376669825",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wesoła,Biedronka
"POINT (21.197199 52.2473311)","4376669826",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wesoła,Biedronka
"POINT (21.1975669 52.2473859)","4376669827",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wesoła,Biedronka
"POINT (21.2241209 52.2190463)","5394400640",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wesoła,Biedronka
"POINT (21.2238529 52.2190515)","5394400641",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wesoła,Biedronka
"POINT (21.2238503 52.2190001)","5394400642",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wesoła,Biedronka
"POINT (21.1819888 52.2455746)","7553531487",Biedronka,,,,,,,,,,Wspólna,Wesoła,,,,,,Biedronka,Q857182,pl:Biedronka (sieć handlowa),,,,,,,,,,,,,,,,,,,,,,,"Mo-Fr 09:00-21:00; Sa 08:00-21:00",biedronka,,,,,,,,,,,,,,,,,,,,,supermarket,,,,,,,,https://www.biedronka.pl,,,,Wesoła,Biedronka
"POINT (21.2257757 52.2547162)","8200088838",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wesoła,Biedronka
"POINT (21.2257581 52.2545767)","8200088839",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wesoła,Biedronka
"POINT (21.2251044 52.2546075)","8200088840",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wesoła,Biedronka
"POINT (21.2251466 52.2549434)","8200088841",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wesoła,Biedronka
